phishing_prevalence_pct,expected_emails_triggering_guards_pct,expected_parallel_two_guard_calls_per_email,expected_one_guard_calls_per_email
0.1,99.62062741991275,2.9924125483982547,1.9962062741991273
1.0,98.74864708048337,2.9749729416096673,1.9874864708048336
5.0,94.8731789052417,2.897463578104834,1.948731789052417
